league;season;team;game;date;time;round;day;venue;result;GF;GA;opponent;xG;xGA;Poss;Attendance;Captain;Formation;Opp Formation;Referee;match_report;Notes
;;;2022-04-30 Hoffenheim-Freiburg;2022-04-30 00:00:00;18:30:00;Matchweek 32;Sat;Home;L;3;4;Freiburg;2;2,4;58;23627;Andrej Kramarić;4-3-3;3-4-3;Marco Fritz;/en/matches/c7076c62/Hoffenheim-Freiburg-April-30-2022-Bundesliga;
;;;2022-05-07 Hoffenheim-Leverkusen;2022-05-07 00:00:00;15:30:00;Matchweek 33;Sat;Home;L;2;4;Leverkusen;2,5;4;47;20033;Andrej Kramarić;4-1-2-1-2◆;4-2-3-1;Frank Willenborg;/en/matches/389a34e9/Hoffenheim-Bayer-Leverkusen-May-7-2022-Bundesliga;
;;;2022-05-14 Gladbach-Hoffenheim;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Away;L;1;5;Gladbach;1,6;3,2;45;50395;Andrej Kramarić;3-1-4-2;4-2-3-1;Harm Osmers;/en/matches/b8402ce1/Monchengladbach-Hoffenheim-May-14-2022-Bundesliga;
;;Köln;2021-08-08 Carl Zeiss Jena-Köln;2021-08-08 00:00:00;15:30:00;Round of 64;Sun;Away;D;1 (4);1 (2);Carl Zeiss Jena;;;72;2728;Jonas Hector;4-3-3;3-4-3;Florian Badstübner;/en/matches/2e79b02d/Carl-Zeiss-Jena-Koln-August-8-2021-DFB-Pokal;Köln won on penalty kicks following extra time
;;;2021-08-15 Köln-Hertha BSC;2021-08-15 00:00:00;17:30:00;Matchweek 1;Sun;Home;W;3;1;Hertha BSC;1,6;1,8;59;16500;Jonas Hector;4-1-2-1-2◆;4-3-3;Robert Hartmann;/en/matches/a4e198c5/Koln-Hertha-BSC-August-15-2021-Bundesliga;
;;;2021-08-22 Bayern Munich-Köln;2021-08-22 00:00:00;17:30:00;Matchweek 2;Sun;Away;L;2;3;Bayern Munich;1,1;2,6;43;20000;Jonas Hector;4-1-3-2;4-2-3-1;Martin Petersen;/en/matches/80f89105/Bayern-Munich-Koln-August-22-2021-Bundesliga;
;;;2021-08-28 Köln-Bochum;2021-08-28 00:00:00;15:30:00;Matchweek 3;Sat;Home;W;2;1;Bochum;3,2;0,6;70;25000;Jonas Hector;4-1-3-2;4-3-3;Benjamin Cortus;/en/matches/d4f200bb/Koln-Bochum-August-28-2021-Bundesliga;
;;;2021-09-11 Freiburg-Köln;2021-09-11 00:00:00;15:30:00;Matchweek 4;Sat;Away;D;1;1;Freiburg;1,1;0,8;46;10000;Jonas Hector;4-1-3-2;4-4-2;Harm Osmers;/en/matches/09be4ced/Freiburg-Koln-September-11-2021-Bundesliga;
;;;2021-09-18 Köln-RB Leipzig;2021-09-18 00:00:00;18:30:00;Matchweek 5;Sat;Home;D;1;1;RB Leipzig;1,7;2,7;47;25000;Jonas Hector;4-1-3-2;4-2-3-1;Felix Brych;/en/matches/1034477c/Koln-RB-Leipzig-September-18-2021-Bundesliga;
;;;2021-09-25 Eint Frankfurt-Köln;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Away;D;1;1;Eint Frankfurt;0,9;0,9;54;24000;Jonas Hector;4-1-2-1-2◆;4-2-3-1;Martin Petersen;/en/matches/6f2e488a/Eintracht-Frankfurt-Koln-September-25-2021-Bundesliga;
;;;2021-10-01 Köln-Greuther Fürth;2021-10-01 00:00:00;20:30:00;Matchweek 7;Fri;Home;W;3;1;Greuther Fürth;2,9;1,3;67;40000;Jonas Hector;4-1-3-2;4-1-3-2;Matthias Jöllenbeck;/en/matches/c3c10403/Koln-Greuther-Furth-October-1-2021-Bundesliga;
;;;2021-10-15 Hoffenheim-Köln;2021-10-15 00:00:00;20:30:00;Matchweek 8;Fri;Away;L;0;5;Hoffenheim;0,7;3,7;49;14309;Rafael Czichos;4-1-3-2;3-4-1-2;Tobias Reichel;/en/matches/e383a1bd/Hoffenheim-Koln-October-15-2021-Bundesliga;
;;;2021-10-24 Köln-Leverkusen;2021-10-24 00:00:00;15:30:00;Matchweek 9;Sun;Home;D;2;2;Leverkusen;1,8;0,9;62;49600;Jonas Hector;4-1-2-1-2◆;4-2-3-1;Felix Zwayer;/en/matches/8601b25d/Koln-Bayer-Leverkusen-October-24-2021-Bundesliga;
;;;2021-10-27 Stuttgart-Köln;2021-10-27 00:00:00;20:45:00;Round of 32;Wed;Away;W;2;0;Stuttgart;;;47;26375;Jonas Hector;4-2-3-1;3-1-4-2;Deniz Aytekin;/en/matches/4292f954/Stuttgart-Koln-October-27-2021-DFB-Pokal;
;;;2021-10-30 Dortmund-Köln;2021-10-30 00:00:00;15:30:00;Matchweek 10;Sat;Away;L;0;2;Dortmund;1,3;1,4;58;66709;Jonas Hector;4-1-3-2;3-4-3;Martin Petersen;/en/matches/317a96ac/Dortmund-Koln-October-30-2021-Bundesliga;
;;;2021-11-07 Köln-Union Berlin;2021-11-07 00:00:00;17:30:00;Matchweek 11;Sun;Home;D;2;2;Union Berlin;1,8;1;70;49000;Jonas Hector;4-2-3-1;3-5-2;Tobias Stieler;/en/matches/212d11b2/Koln-Union-Berlin-November-7-2021-Bundesliga;
;;;2021-11-21 Mainz 05-Köln;2021-11-21 00:00:00;17:30:00;Matchweek 12;Sun;Away;D;1;1;Mainz 05;2,2;0,8;57;25500;Jonas Hector;4-2-3-1;3-5-2;Deniz Aytekin;/en/matches/56673b3d/Mainz-05-Koln-November-21-2021-Bundesliga;
;;;2021-11-27 Köln-Gladbach;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Home;W;4;1;Gladbach;1,4;1;49;50000;Jonas Hector;4-2-3-1;3-4-3;Robert Schröder;/en/matches/ce35a916/Koln-Monchengladbach-November-27-2021-Bundesliga;
;;;2021-12-04 Arminia-Köln;2021-12-04 00:00:00;15:30:00;Matchweek 14;Sat;Away;D;1;1;Arminia;1,1;1,1;57;8231;Rafael Czichos;4-2-3-1;4-2-3-1;Felix Brych;/en/matches/44a46d7c/Arminia-Koln-December-4-2021-Bundesliga;
;;;2021-12-10 Köln-Augsburg;2021-12-10 00:00:00;20:30:00;Matchweek 15;Fri;Home;L;0;2;Augsburg;1;0,8;64;15000;Jonas Hector;4-1-3-2;4-4-2;Patrick Ittrich;/en/matches/a1b384c8/Koln-Augsburg-December-10-2021-Bundesliga;
;;;2021-12-14 Wolfsburg-Köln;2021-12-14 00:00:00;20:30:00;Matchweek 16;Tue;Away;W;3;2;Wolfsburg;3,1;2,4;61;5000;Jonas Hector;4-1-3-2;4-2-3-1;Robert Hartmann;/en/matches/2e828281/Wolfsburg-Koln-December-14-2021-Bundesliga;
;;;2021-12-19 Köln-Stuttgart;2021-12-19 00:00:00;17:30:00;Matchweek 17;Sun;Home;W;1;0;Stuttgart;2;0,4;51;15000;Jonas Hector;4-1-3-2;3-4-3;Bastian Dankert;/en/matches/742dcf9d/Koln-Stuttgart-December-19-2021-Bundesliga;
;;;2022-01-09 Hertha BSC-Köln;2022-01-09 00:00:00;15:30:00;Matchweek 18;Sun;Away;W;3;1;Hertha BSC;1,2;1,2;47;3000;Jonas Hector;4-1-3-2;4-2-2-2;Tobias Stieler;/en/matches/7cc5c3df/Hertha-BSC-Koln-January-9-2022-Bundesliga;
;;;2022-01-15 Köln-Bayern Munich;2022-01-15 00:00:00;15:30:00;Matchweek 19;Sat;Home;L;0;4;Bayern Munich;1;3,3;49;1000;Jonas Hector;4-1-3-2;4-2-3-1;Tobias Welz;/en/matches/9628e665/Koln-Bayern-Munich-January-15-2022-Bundesliga;
;;;2022-01-18 Köln-Hamburger SV;2022-01-18 00:00:00;18:30:00;Round of 16;Tue;Home;D;1 (3);1 (4);Hamburger SV;;;51;750;Jonas Hector;4-3-2-1;4-3-3;Daniel Schlager;/en/matches/89986fbd/Koln-Hamburger-SV-January-18-2022-DFB-Pokal;Hamburger SV won on penalty kicks following extra time
;;;2022-01-22 Bochum-Köln;2022-01-22 00:00:00;18:30:00;Matchweek 20;Sat;Away;D;2;2;Bochum;1,1;1,8;46;750;Jonas Hector;4-1-3-2;4-3-3;Matthias Jöllenbeck;/en/matches/01da71d0/Bochum-Koln-January-22-2022-Bundesliga;
;;;2022-02-05 Köln-Freiburg;2022-02-05 00:00:00;15:30:00;Matchweek 21;Sat;Home;W;1;0;Freiburg;1;0,7;42;10000;Jonas Hector;4-1-3-2;4-4-2;Felix Brych;/en/matches/a0c3c822/Koln-Freiburg-February-5-2022-Bundesliga;
;;;2022-02-11 RB Leipzig-Köln;2022-02-11 00:00:00;20:30:00;Matchweek 22;Fri;Away;L;1;3;RB Leipzig;0,9;0,9;50;15000;Jonas Hector;4-2-3-1;3-4-1-2;Florian Badstübner;/en/matches/6d6b360d/RB-Leipzig-Koln-February-11-2022-Bundesliga;
;;;2022-02-19 Köln-Eint Frankfurt;2022-02-19 00:00:00;18:30:00;Matchweek 23;Sat;Home;W;1;0;Eint Frankfurt;1,1;0,6;58;10000;Jonas Hector;4-2-3-1;3-1-4-2;Christian Dingert;/en/matches/7c56c1bf/Koln-Eintracht-Frankfurt-February-19-2022-Bundesliga;
;;;2022-02-26 Greuther Fürth-Köln;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Away;D;1;1;Greuther Fürth;0,6;0,7;59;9200;Jonas Hector;4-1-2-1-2◆;4-1-2-1-2;Robert Schörgenhofer;/en/matches/8b25d36f/Greuther-Furth-Koln-February-26-2022-Bundesliga;
;;;2022-03-06 Köln-Hoffenheim;2022-03-06 00:00:00;17:30:00;Matchweek 25;Sun;Home;L;0;1;Hoffenheim;1,6;2,5;56;37500;Anthony Modeste;4-2-3-1;3-5-2;Marco Fritz;/en/matches/01625773/Koln-Hoffenheim-March-6-2022-Bundesliga;
;;;2022-03-13 Leverkusen-Köln;2022-03-13 00:00:00;15:30:00;Matchweek 26;Sun;Away;W;1;0;Leverkusen;0,5;2,4;45;22658;Jonas Hector;4-1-3-2;4-2-3-1;Sascha Stegemann;/en/matches/7c2bdd85/Bayer-Leverkusen-Koln-March-13-2022-Bundesliga;
;;;2022-03-20 Köln-Dortmund;2022-03-20 00:00:00;19:30:00;Matchweek 27;Sun;Home;D;1;1;Dortmund;1,1;1,2;54;50000;Anthony Modeste;4-1-3-2;4-1-4-1;Daniel Siebert;/en/matches/4e9be983/Koln-Dortmund-March-20-2022-Bundesliga;
;;;2022-04-01 Union Berlin-Köln;2022-04-01 00:00:00;20:30:00;Matchweek 28;Fri;Away;L;0;1;Union Berlin;0,3;1,3;63;22012;Jonas Hector;4-2-3-1;3-5-2;Florian Badstübner;/en/matches/842c282d/Union-Berlin-Koln-April-1-2022-Bundesliga;
;;;2022-04-09 Köln-Mainz 05;2022-04-09 00:00:00;15:30:00;Matchweek 29;Sat;Home;W;3;2;Mainz 05;1,8;0,9;54;49800;Jonas Hector;4-2-3-1;3-4-3;Martin Petersen;/en/matches/b2468a52/Koln-Mainz-05-April-9-2022-Bundesliga;
;;;2022-04-16 Gladbach-Köln;2022-04-16 00:00:00;18:30:00;Matchweek 30;Sat;Away;W;3;1;Gladbach;2;1,2;42;54042;Jonas Hector;4-2-3-1;3-4-3;Deniz Aytekin;/en/matches/4e0481f4/Monchengladbach-Koln-April-16-2022-Bundesliga;
;;;2022-04-23 Köln-Arminia;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Home;W;3;1;Arminia;2;0,9;55;50000;Jonas Hector;4-2-3-1;4-4-2;Tobias Stieler;/en/matches/63a9230b/Koln-Arminia-April-23-2022-Bundesliga;
;;;2022-04-30 Augsburg-Köln;2022-04-30 00:00:00;15:30:00;Matchweek 32;Sat;Away;W;4;1;Augsburg;2,5;1,7;53;29511;Jonas Hector;4-1-3-2;3-4-3;Robert Schröder;/en/matches/9d63dd8a/Augsburg-Koln-April-30-2022-Bundesliga;
;;;2022-05-07 Köln-Wolfsburg;2022-05-07 00:00:00;15:30:00;Matchweek 33;Sat;Home;L;0;1;Wolfsburg;1,2;1,1;61;50000;Jonas Hector;4-1-2-1-2◆;4-4-2;Tobias Stieler;/en/matches/7e770cf7/Koln-Wolfsburg-May-7-2022-Bundesliga;
;;;2022-05-14 Stuttgart-Köln;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Away;L;1;2;Stuttgart;1,2;3,9;66;52230;Jonas Hector;4-2-3-1;4-3-3;Robert Schröder;/en/matches/47e4a1a7/Stuttgart-Koln-May-14-2022-Bundesliga;
;;Leverkusen;2021-08-07 Loko Leipzig-Leverkusen;2021-08-07 00:00:00;15:30:00;Round of 64;Sat;Away;W;3;0;Loko Leipzig;;;60;6800;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Florian Lechner;/en/matches/68fc87e1/Lokomotive-Leipzig-Bayer-Leverkusen-August-7-2021-DFB-Pokal;
;;;2021-08-14 Union Berlin-Leverkusen;2021-08-14 00:00:00;15:30:00;Matchweek 1;Sat;Away;D;1;1;Union Berlin;0,8;0,5;66;11000;Lukáš Hrádecký;4-2-3-1;5-3-2;Tobias Reichel;/en/matches/5d7bd7fa/Union-Berlin-Bayer-Leverkusen-August-14-2021-Bundesliga;
;;;2021-08-21 Leverkusen-Gladbach;2021-08-21 00:00:00;18:30:00;Matchweek 2;Sat;Home;W;4;0;Gladbach;1,9;1,7;47;15105;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Deniz Aytekin;/en/matches/09083a3b/Bayer-Leverkusen-Monchengladbach-August-21-2021-Bundesliga;
;;;2021-08-28 Augsburg-Leverkusen;2021-08-28 00:00:00;15:30:00;Matchweek 3;Sat;Away;W;4;1;Augsburg;2;1,8;57;10582;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Benjamin Brand;/en/matches/c85d1dc1/Augsburg-Bayer-Leverkusen-August-28-2021-Bundesliga;
;;;2021-09-11 Leverkusen-Dortmund;2021-09-11 00:00:00;15:30:00;Matchweek 4;Sat;Home;L;3;4;Dortmund;0,7;1,8;42;17605;Lukáš Hrádecký;4-2-3-1;4-3-2-1;Daniel Siebert;/en/matches/983b35eb/Bayer-Leverkusen-Dortmund-September-11-2021-Bundesliga;
;;;2021-09-16 Leverkusen-Ferencváros;2021-09-16 00:00:00;18:45:00;Group stage;Thu;Home;W;2;1;Ferencváros;2,2;1,3;65;11013;Lukáš Hrádecký;4-2-3-1;5-3-2;Andris Treimanis;/en/matches/480bc723/Bayer-Leverkusen-Ferencvaros-September-16-2021-Europa-League;
;;;2021-09-19 Stuttgart-Leverkusen;2021-09-19 00:00:00;15:30:00;Matchweek 5;Sun;Away;W;3;1;Stuttgart;1,4;1,6;36;23450;Lukáš Hrádecký;4-2-3-1;3-4-1-2;Benjamin Cortus;/en/matches/0517b46d/Stuttgart-Bayer-Leverkusen-September-19-2021-Bundesliga;
;;;2021-09-25 Leverkusen-Mainz 05;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Home;W;1;0;Mainz 05;1,5;0,9;67;16624;Lukáš Hrádecký;4-2-3-1;3-5-2;Bastian Dankert;/en/matches/71712d04/Bayer-Leverkusen-Mainz-05-September-25-2021-Bundesliga;
;;;2021-09-30 Celtic-Leverkusen;2021-09-30 00:00:00;20:00:00;Group stage;Thu;Away;W;4;0;Celtic;3,4;1,7;45;55436;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Marco Di Bello;/en/matches/8cba482e/Celtic-Bayer-Leverkusen-September-30-2021-Europa-League;
;;;2021-10-03 Arminia-Leverkusen;2021-10-03 00:00:00;19:30:00;Matchweek 7;Sun;Away;W;4;0;Arminia;3,1;0,4;66;16250;Lukáš Hrádecký;4-2-3-1;4-4-2;Felix Zwayer;/en/matches/2103b5e4/Arminia-Bayer-Leverkusen-October-3-2021-Bundesliga;
;;;2021-10-17 Leverkusen-Bayern Munich;2021-10-17 00:00:00;15:30:00;Matchweek 8;Sun;Home;L;1;5;Bayern Munich;0,7;3,2;41;29542;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Sven Jablonski;/en/matches/4fb9342d/Bayer-Leverkusen-Bayern-Munich-October-17-2021-Bundesliga;
;;;2021-10-21 Betis-Leverkusen;2021-10-21 00:00:00;18:45:00;Group stage;Thu;Away;D;1;1;Betis;1;2,1;54;39230;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Bartosz Frankowski;/en/matches/6e92ac05/Real-Betis-Bayer-Leverkusen-October-21-2021-Europa-League;
;;;2021-10-24 Köln-Leverkusen;2021-10-24 00:00:00;15:30:00;Matchweek 9;Sun;Away;D;2;2;Köln;0,9;1,8;38;49600;Lukáš Hrádecký;4-2-3-1;4-1-2-1-2;Felix Zwayer;/en/matches/8601b25d/Koln-Bayer-Leverkusen-October-24-2021-Bundesliga;
;;;2021-10-27 Leverkusen-Karlsruher;2021-10-27 00:00:00;18:30:00;Round of 32;Wed;Home;L;1;2;Karlsruher;;;63;13060;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Tobias Welz;/en/matches/ccd4b9d5/Bayer-Leverkusen-Karlsruher-October-27-2021-DFB-Pokal;
;;;2021-10-30 Leverkusen-Wolfsburg;2021-10-30 00:00:00;15:30:00;Matchweek 10;Sat;Home;L;0;2;Wolfsburg;1,5;1,8;65;20132;Lukáš Hrádecký;3-4-3;3-4-3;Deniz Aytekin;/en/matches/1cfc37c8/Bayer-Leverkusen-Wolfsburg-October-30-2021-Bundesliga;
;;;2021-11-04 Leverkusen-Betis;2021-11-04 00:00:00;21:00:00;Group stage;Thu;Home;W;4;0;Betis;2,7;0,9;44;15208;Lukáš Hrádecký;4-4-2;4-2-3-1;Anthony Taylor;/en/matches/7e081324/Bayer-Leverkusen-Real-Betis-November-4-2021-Europa-League;
;;;2021-11-07 Hertha BSC-Leverkusen;2021-11-07 00:00:00;15:30:00;Matchweek 11;Sun;Away;D;1;1;Hertha BSC;1;0,8;54;22187;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Robert Hartmann;/en/matches/90ec1976/Hertha-BSC-Bayer-Leverkusen-November-7-2021-Bundesliga;
;;;2021-11-20 Leverkusen-Bochum;2021-11-20 00:00:00;15:30:00;Matchweek 12;Sat;Home;W;1;0;Bochum;1,7;0,8;55;22538;Lukáš Hrádecký;4-4-2;4-3-3;Daniel Schlager;/en/matches/983ef159/Bayer-Leverkusen-Bochum-November-20-2021-Bundesliga;
;;;2021-11-25 Leverkusen-Celtic;2021-11-25 00:00:00;18:45:00;Group stage;Thu;Home;W;3;2;Celtic;2,4;1,4;57;19830;Lukáš Hrádecký;4-4-2;4-1-4-1;Anastasios Sidiropoulos;/en/matches/b02082ee/Bayer-Leverkusen-Celtic-November-25-2021-Europa-League;
;;;2021-11-28 RB Leipzig-Leverkusen;2021-11-28 00:00:00;17:30:00;Matchweek 13;Sun;Away;W;3;1;RB Leipzig;1,4;1,5;42;;Lukáš Hrádecký;4-2-3-1;4-3-1-2;Benjamin Cortus;/en/matches/f65c6530/RB-Leipzig-Bayer-Leverkusen-November-28-2021-Bundesliga;
;;;2021-12-04 Leverkusen-Greuther Fürth;2021-12-04 00:00:00;15:30:00;Matchweek 14;Sat;Home;W;7;1;Greuther Fürth;2,8;0,3;60;10455;Lukáš Hrádecký;4-2-3-1;4-4-1-1;Tobias Reichel;/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga;
;;;2021-12-09 Ferencváros-Leverkusen;2021-12-09 00:00:00;21:00:00;Group stage;Thu;Away;L;0;1;Ferencváros;1,2;0,6;56;12127;Charles Aránguiz;4-2-3-1;3-1-4-2;Kirill Levnikov;/en/matches/a4970df3/Ferencvaros-Bayer-Leverkusen-December-9-2021-Europa-League;
;;;2021-12-12 Eint Frankfurt-Leverkusen;2021-12-12 00:00:00;17:30:00;Matchweek 15;Sun;Away;L;2;5;Eint Frankfurt;1,7;1,6;56;12000;Lukáš Hrádecký;4-2-3-1;3-4-3;Marco Fritz;/en/matches/4495c77f/Eintracht-Frankfurt-Bayer-Leverkusen-December-12-2021-Bundesliga;
;;;2021-12-15 Leverkusen-Hoffenheim;2021-12-15 00:00:00;20:30:00;Matchweek 16;Wed;Home;D;2;2;Hoffenheim;2,2;2;46;13272;Lukáš Hrádecký;4-2-3-1;3-4-1-2;Tobias Stieler;/en/matches/625889dc/Bayer-Leverkusen-Hoffenheim-December-15-2021-Bundesliga;
;;;2021-12-19 Freiburg-Leverkusen;2021-12-19 00:00:00;15:30:00;Matchweek 17;Sun;Away;L;1;2;Freiburg;0,8;2,1;57;750;Lukáš Hrádecký;4-3-2-1;4-2-3-1;Benjamin Cortus;/en/matches/a57951da/Freiburg-Bayer-Leverkusen-December-19-2021-Bundesliga;
;;;2022-01-08 Leverkusen-Union Berlin;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Home;D;2;2;Union Berlin;1,6;2,7;64;;Lukáš Hrádecký;4-2-3-1;3-1-4-2;Matthias Jöllenbeck;/en/matches/68a83d9e/Bayer-Leverkusen-Union-Berlin-January-8-2022-Bundesliga;
;;;2022-01-15 Gladbach-Leverkusen;2022-01-15 00:00:00;18:30:00;Matchweek 19;Sat;Away;W;2;1;Gladbach;5,3;1,2;46;750;Lukáš Hrádecký;4-2-3-1;3-4-3;Sascha Stegemann;/en/matches/f3ca871d/Monchengladbach-Bayer-Leverkusen-January-15-2022-Bundesliga;
;;;2022-01-22 Leverkusen-Augsburg;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Home;W;5;1;Augsburg;2,8;1,5;66;750;Lukáš Hrádecký;4-1-4-1;4-4-2;Daniel Schlager;/en/matches/0c94e33f/Bayer-Leverkusen-Augsburg-January-22-2022-Bundesliga;
;;;2022-02-06 Dortmund-Leverkusen;2022-02-06 00:00:00;15:30:00;Matchweek 21;Sun;Away;W;5;2;Dortmund;2;1,7;36;10000;Jonathan Tah;4-2-3-1;4-3-3;Daniel Siebert;/en/matches/2574fa35/Dortmund-Bayer-Leverkusen-February-6-2022-Bundesliga;
;;;2022-02-12 Leverkusen-Stuttgart;2022-02-12 00:00:00;18:30:00;Matchweek 22;Sat;Home;W;4;2;Stuttgart;1,9;1;69;10000;Lukáš Hrádecký;4-2-3-1;4-5-1;Felix Brych;/en/matches/f40d4733/Bayer-Leverkusen-Stuttgart-February-12-2022-Bundesliga;
;;;2022-02-18 Mainz 05-Leverkusen;2022-02-18 00:00:00;20:30:00;Matchweek 23;Fri;Away;L;2;3;Mainz 05;1;0,9;59;10000;Lukáš Hrádecký;4-2-3-1;3-4-3;Benjamin Cortus;/en/matches/88eed3ef/Mainz-05-Bayer-Leverkusen-February-18-2022-Bundesliga;
;;;2022-02-26 Leverkusen-Arminia;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Home;W;3;0;Arminia;2,1;0,4;71;10000;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Martin Petersen;/en/matches/1e99f87f/Bayer-Leverkusen-Arminia-February-26-2022-Bundesliga;
;;;2022-03-05 Bayern Munich-Leverkusen;2022-03-05 00:00:00;15:30:00;Matchweek 25;Sat;Away;D;1;1;Bayern Munich;2,1;1,6;32;25000;Lukáš Hrádecký;3-4-3;4-2-3-1;Daniel Siebert;/en/matches/74b25680/Bayern-Munich-Bayer-Leverkusen-March-5-2022-Bundesliga;
;;;2022-03-10 Atalanta-Leverkusen;2022-03-10 00:00:00;21:00:00;Round of 16;Thu;Away;L;2;3;Atalanta;0,5;1,7;54;13134;Lukáš Hrádecký;4-2-3-1;3-4-1-2;Srđan Jovanović;/en/matches/3f00f52d/Atalanta-Bayer-Leverkusen-March-10-2022-Europa-League;Leg 1 of 2
;;;2022-03-13 Leverkusen-Köln;2022-03-13 00:00:00;15:30:00;Matchweek 26;Sun;Home;L;0;1;Köln;2,4;0,5;55;22658;Lukáš Hrádecký;4-2-3-1;4-1-3-2;Sascha Stegemann;/en/matches/7c2bdd85/Bayer-Leverkusen-Koln-March-13-2022-Bundesliga;
;;;2022-03-17 Leverkusen-Atalanta;2022-03-17 00:00:00;18:45:00;Round of 16;Thu;Home;L;0;1;Atalanta;1,5;1,2;63;19871;Lukáš Hrádecký;3-4-1-2;3-4-3;François Letexier;/en/matches/3694c0a8/Bayer-Leverkusen-Atalanta-March-17-2022-Europa-League;"Leg 2 of 2; Atalanta won"
;;;2022-03-20 Wolfsburg-Leverkusen;2022-03-20 00:00:00;17:30:00;Matchweek 27;Sun;Away;W;2;0;Wolfsburg;1;1,1;50;16554;Lukáš Hrádecký;3-4-1-2;3-4-3;Felix Brych;/en/matches/6e3b2c49/Wolfsburg-Bayer-Leverkusen-March-20-2022-Bundesliga;
;;;2022-04-02 Leverkusen-Hertha BSC;2022-04-02 00:00:00;15:30:00;Matchweek 28;Sat;Home;W;2;1;Hertha BSC;1,5;0,8;68;23557;Lukáš Hrádecký;4-2-3-1;4-1-4-1;Matthias Jöllenbeck;/en/matches/5be07425/Bayer-Leverkusen-Hertha-BSC-April-2-2022-Bundesliga;
;;;2022-04-10 Bochum-Leverkusen;2022-04-10 00:00:00;15:30:00;Matchweek 29;Sun;Away;D;0;0;Bochum;1,4;0,7;59;25000;Lukáš Hrádecký;4-2-3-1;4-2-3-1;Felix Zwayer;/en/matches/25412678/Bochum-Bayer-Leverkusen-April-10-2022-Bundesliga;
;;;2022-04-17 Leverkusen-RB Leipzig;2022-04-17 00:00:00;19:30:00;Matchweek 30;Sun;Home;L;0;1;RB Leipzig;0,8;0,5;47;26119;Lukáš Hrádecký;5-3-2;3-5-2;Daniel Siebert;/en/matches/d4cc9ae4/Bayer-Leverkusen-RB-Leipzig-April-17-2022-Bundesliga;
;;;2022-04-23 Greuther Fürth-Leverkusen;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Away;W;4;1;Greuther Fürth;2,5;0,9;48;11579;Lukáš Hrádecký;4-2-2-2;3-4-1-2;Tobias Reichel;/en/matches/da549a9d/Greuther-Furth-Bayer-Leverkusen-April-23-2022-Bundesliga;
;;;2022-05-02 Leverkusen-Eint Frankfurt;2022-05-02 00:00:00;20:30:00;Matchweek 32;Mon;Home;W;2;0;Eint Frankfurt;1,8;0,3;55;26492;Lukáš Hrádecký;4-2-3-1;3-4-3;Benjamin Cortus;/en/matches/a2953956/Bayer-Leverkusen-Eintracht-Frankfurt-May-2-2022-Bundesliga;
;;;2022-05-07 Hoffenheim-Leverkusen;2022-05-07 00:00:00;15:30:00;Matchweek 33;Sat;Away;W;4;2;Hoffenheim;4;2,5;53;20033;Lukáš Hrádecký;4-2-3-1;4-1-2-1-2;Frank Willenborg;/en/matches/389a34e9/Hoffenheim-Bayer-Leverkusen-May-7-2022-Bundesliga;
;;;2022-05-14 Leverkusen-Freiburg;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Home;W;2;1;Freiburg;2,2;1,1;53;30210;Julian Baumgartlinger;4-4-2;4-4-1-1;Sven Jablonski;/en/matches/79ec8323/Bayer-Leverkusen-Freiburg-May-14-2022-Bundesliga;
;;Mainz 05;2021-08-08 Elversberg-Mainz 05;2021-08-08 00:00:00;15:30:00;Round of 64;Sun;Away;D;2 (8);2 (7);Elversberg;;;68;2600;Moussa Niakhate;5-3-2;4-2-3-1;Thorben Siewer;/en/matches/616ae07f/Elversberg-Mainz-05-August-8-2021-DFB-Pokal;Mainz 05 won on penalty kicks following extra time
;;;2021-08-15 Mainz 05-RB Leipzig;2021-08-15 00:00:00;15:30:00;Matchweek 1;Sun;Home;W;1;0;RB Leipzig;1,2;1,1;30;10500;Moussa Niakhate;3-4-1-2;4-2-3-1;Daniel Siebert;/en/matches/c1cd7950/Mainz-05-RB-Leipzig-August-15-2021-Bundesliga;
